Unnamed: 0;Name;Family;Born;Sigil;Serves;Known As;Occupation;Relation;Death
;Jynessa;Blackmont;"image(""http://awoiaf.westeros.org/images/2/2c/BlackmontCoA.png"")";"image(""http://awoiaf.westeros.org/images/2/2c/BlackmontCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Larra's Daughter;
;Perros;Blackmont;"image(""http://awoiaf.westeros.org/images/2/2c/BlackmontCoA.png"")";"image(""http://awoiaf.westeros.org/images/2/2c/BlackmontCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Larra's Son;
;Ellaria;Sand;;;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Harmen's Bastard;
Ser;Merlon;Crakehall;"image(""http://awoiaf.westeros.org/images/e/e4/House_Crakehall.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e4/House_Crakehall.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;Roland's Son;
Lord;Edgar;Yronwood;"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Warden of the Stone Way, Bloodroyal, Lord of Yronwood;;Killed by Oberyn Martell
Lord;Ralph;Buckler;"image(""http://awoiaf.westeros.org/images/8/81/House_Buckler.png"")";"image(""http://awoiaf.westeros.org/images/8/81/House_Buckler.png"")";"image(""http://awoiaf.westeros.org/images/5/5d/Joffrey_sigil_coat.png"")";;Lord of Bronzegate;;
Lord;Leo;Tyrell;"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";Longthorn;Lord of Highgarden;;Historical Character
;183 Arya;;;;;;;;
;;;;;;Notch;Brotherhood without banners member;;
;Dick;;;;;Beardless Dick;Brotherhood without banners member;;
;Mudge;;;;;;Brotherhood without banners member;;
;Watty;;;;;Watty the Miller;Brotherhood without banners member;;
;Merrit;;;;;Merrit o' Moontown;Brotherhood without banners member;;
;Willum;;;;;;;;Historical Character
Lord;;Harte;"image(""http://awoiaf.westeros.org/images/8/83/House_Harte.PNG"")";"image(""http://awoiaf.westeros.org/images/8/83/House_Harte.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Lord of House Harte;;Historical Character
;Jayde;;;;;;King's Landing whore;;
;;;;;;Puddingfoot;Brotherhood without banners member;;
;Luke;;;;;Likely Luke;Brotherhood without banners member;;
;184 Bran;;;;;;;;
Queen;Alysanne;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Good Queen Alysanne;Queen;Aenys I's Daughter;Historical Character
;Silverwing;;;;;;Dragon;Alysanne's Dragon;Historical Character
;185 Jon;;;;;;;;
;;;;;;Big Boil;Jarl's wildling;;
;Dan;;;;;Hempen Dan;Jarl's wildling;;
;Dick;Follard;"image(""http://awoiaf.westeros.org/images/2/24/Follard.png"")";"image(""http://awoiaf.westeros.org/images/2/24/Follard.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Deaf Dick;Night's Watch brother;;Killed by wildlings at Castle Black
Ser;Wynton;Stout;"image(""http://awoiaf.westeros.org/images/5/55/House_Stout.PNG"")";"image(""http://awoiaf.westeros.org/images/5/55/House_Stout.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Castle Black castellan, Night's Watch brother;;
;Quort;;;;;;Jarl's wildling;;Killed by the Night's Watch at Castle Black
;Bodger;;;;;;Jarl's wildling;;Killed by Jon Snow at Queenscrown
;Del;;;;;;Jarl's wildling;;Killed by Summer at Queenscrown
;Henk;;;;;Henk the Helm;Jarl's wildling;;
;;;;;;Toefinger;Jarl's wildling;;
;;;;;;Stone Thumbs;Jarl's wildling;;Killed by the Night's Watch at Castle Black
;Lenn;;;;;;Jarl's wildling;;
ASOS:BAG;186 Daenerys;;;;;;;;
;;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Grey Worm;Unsullied commander;;
Captain;Prendahl;na Ghezn;;;;;Stormcrow captain;;Killed by Daario Naharis near Yunkai
Captain;Sallor;;;;;Sallor the Bald;Stormcrow captain;;Killed by Daario Naharis near Yunkai
Captain;Daario;Naharis;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Stormcrow captain;;
;Mero;;;"image(""http://awoiaf.westeros.org/images/8/80/Second_Sons_small.png"")";;Titan's Bastard;Second Sons commander;;Killed by freedmen near Meereen
;Grazdan;mo Eraz;;;;;Yunkai slave trader;;
;187 Arya;;;;;;;;
;Jenny;;;;;Jenny of Oldstones;;;Historical Character
;Gergen;;;;;Green Gergen;Brotherhood without banners member;;
Lady;Allyria;Dayne;"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";;;Arthur's Brother;
Lord;;Goodbrook;"image(""http://awoiaf.westeros.org/images/9/95/House_Goodbrook.PNG"")";"image(""http://awoiaf.westeros.org/images/9/95/House_Goodbrook.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Lord of House Goodbrook;;Killed by Tullys at Goodbrook's Village
;188 Jaime;;;;;;;;
;Pyg;;;"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";;Brave Companion;;Killed by Brienne of Tarth at the Whispers
;Nage;;;;"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";;Bolton man-at-arms;;
Lord;Walderan;Tarbeck;"image(""http://awoiaf.westeros.org/images/5/52/House_Tarbeck.PNG"")";"image(""http://awoiaf.westeros.org/images/5/52/House_Tarbeck.PNG"")";"image(""http://awoiaf.westeros.org/images/5/52/House_Tarbeck.PNG"")";;Lord of Tarbeck Hall;;Killed by Lannisters at Tarbeck Hall
Lady;Ellyn;Reyne;"image(""http://awoiaf.westeros.org/images/7/7a/House_Reyne.PNG"")";"image(""http://awoiaf.westeros.org/images/5/52/House_Tarbeck.PNG"")";"image(""http://awoiaf.westeros.org/images/5/52/House_Tarbeck.PNG"")";;Lady of Tarbeck Hall;Robert's Daughter;Killed by Lannisters at Tarbeck Hall
;;;;"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";Three Toes;Brave Companion;;
;189 Catelyn;;;;;;;;
Lady;Eleyna;Westerling;"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";;;;Gawen's Daughter;
Lord;Lymond;Goodbrook;"image(""http://awoiaf.westeros.org/images/9/95/House_Goodbrook.PNG"")";"image(""http://awoiaf.westeros.org/images/9/95/House_Goodbrook.PNG"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Lord of House Goodbrook;;
Prince;;;;;;Prince of Dragonflies;;;Historical Character
King;Tristifur IV;Mudd;"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";Hammer of Justice;King of the Rivers and the Hills;;Historical Character
King;Tristifur V;Mudd;"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";;King of the Rivers and the Hills;Tristifur's Son;Historical Character
;190 Samwell;;;;;;;;
;Ryles;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Night's Watch brother;;Killed by Others north of the Wall
;191 Arya;;;;;;;;
Lord;;Roote;"image(""http://awoiaf.westeros.org/images/c/c1/Charlton.png"")";"image(""http://awoiaf.westeros.org/images/c/c1/Charlton.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Lord of Lord Harroway's Town;;
King;;Andahar;;;;Old King Andahar;River King;;Historical Character
;Stranger;;;;;Driftwood;Horse;Sandor's Horse;
;192 Jon;;;;;;;;
;Lew;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Left Hand Lew;Night's Watch brother;;
;193 Catelyn;;;;;;;;
;Edwyn;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Riverrun siege commander;Ryman's Son;
;Petyr;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Petyr Pimple;;Ryman's Son;Killed by the brotherhood without banners at Oldstones
;Aegon;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Jinglebell;The Twins fool;Stevron's Son;Killed by Catelyn Stark at the Twins
Ser;Benfrey;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Son;
Lady;Arwyn;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Daughter;
Lady;Shirei;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Daughter;
Lady;Amerei;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/0/02/MiniBlasonlancel.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Ami, Gatehouse;;Merrett's Daughter;
Lady;Marianne;Vance;"image(""http://awoiaf.westeros.org/images/0/01/House_Vance_of_Wayfarer%27s_rest.PNG"")";"image(""http://awoiaf.westeros.org/images/0/01/House_Vance_of_Wayfarer%27s_rest.PNG"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Granddaughter;
Ser;Pate;;;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Pate of the Blue Fork, Pate of Sevenstreams;Hedgeknight;;Killed by Gregor Clegane in the Riverlands
Lady;Cersei;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Little Bee;;Raymund's Daughter;
Lady;Merry;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Granddaughter;
Lady;Tyta;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Daughter;
Lady;Walda;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;
Lady;Alyx;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Symond's Daughter;
Lady;Marissa;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;
Lady;Serra;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;
Lady;Sarra;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;
;Walda;;;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Aemon's Daughter;
Ser;Aemon;Rivers;;"image(""http://awoiaf.westeros.org/images/0/01/MiniAemonRivers.png"")";"image(""http://awoiaf.westeros.org/images/1/17/MiniWalder_Rivers.png"")";;;;
Ser;Raymund;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Son;
Lord;Lucias;Vypren;"image(""http://awoiaf.westeros.org/images/b/b5/Vyprin.png"")";"image(""http://awoiaf.westeros.org/images/b/b5/Vyprin.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Lord of House Vypren;;
Lady;Lythene;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/b/b5/Vyprin.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Daughter;
Ser;Damon;Vypren;"image(""http://awoiaf.westeros.org/images/b/b5/Vyprin.png"")";"image(""http://awoiaf.westeros.org/images/b/b5/Vyprin.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Lucias' Son;
Ser;Leslyn;Haigh;"image(""http://awoiaf.westeros.org/images/0/0c/Haigh.png"")";"image(""http://awoiaf.westeros.org/images/0/0c/Haigh.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;
Ser;Donnel;Haigh;"image(""http://awoiaf.westeros.org/images/0/0c/Haigh.png"")";"image(""http://awoiaf.westeros.org/images/0/0c/Haigh.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Leslyn's Son;
Maester;Brenett;;;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;The Twins maester;;
Maester;Willamen;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/f/f0/House_Hunter.PNG"")";;Longbow Hall maester;;
;Ronnel;Stout;"image(""http://awoiaf.westeros.org/images/5/55/House_Stout.PNG"")";"image(""http://awoiaf.westeros.org/images/5/55/House_Stout.PNG"")";"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";;Bolton commander;;
Ser;Kyle;Condon;"image(""http://awoiaf.westeros.org/images/1/13/House_Condon.PNG"")";"image(""http://awoiaf.westeros.org/images/1/13/House_Condon.PNG"")";"image(""http://awoiaf.westeros.org/images/7/76/Bolton.png"")";;Medger Cerwyn's right hand, Bolton commander;;
;194 Arya;;;;;;;;
;Sedgekins;;;;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;The Twins steward;;
;195 Catelyn;;;;;;;;
;Merrett;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Sumner Crakehall's squire, Sumner Crakehall's page;Walder's Son;Killed by Lem Lemoncloak at Oldstones
;Alesander;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Singer;Symond's Son;
;Symond;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;;
;Owen;Norrey;"image(""http://awoiaf.westeros.org/images/e/e8/House_Norrey.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e8/House_Norrey.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;;;Killed by Freys at the Twins
;196 Arya;;;;;;;;
;197 Tyrion;;;;;;;;
;Joy;Hill;;;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;Gerion's Bastard;
;198 Davos;;;;;;;;
Ser;Gerald;Gower;"image(""http://awoiaf.westeros.org/images/4/4b/Gower.PNG"")";"image(""http://awoiaf.westeros.org/images/4/4b/Gower.PNG"")";"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";;;;
Septon;Murmison;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;King's Landing septon;;Historical Character
Lord;Ambrose;Butterwell;"image(""http://awoiaf.westeros.org/images/a/a1/House_Butterwell.png"")";"image(""http://awoiaf.westeros.org/images/a/a1/House_Butterwell.png"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Hand of King Daeron II, Lord of Whitewalls;;Historical Character
;Myles;Smallwood;"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Hand of the King;;Historical Character
Ser;Otto;Hightower;"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Hand of King Jaehaerys I, Hand of King Viserys I, Hand of King Aegon II;;Historical Character
Prince;Baelor;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Baelor Breakspear;Hand of King Daeron II;;Historical Character
Septon;Barth;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Hand of King Jaehaerys I, septon;;Historical Character
Lord;;Fell;"image(""http://awoiaf.westeros.org/images/3/34/House_Fell.PNG"")";"image(""http://awoiaf.westeros.org/images/3/34/House_Fell.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Lord of Felwood;;Killed by Robert I Baratheon at Storm's End
Lord;;Fell;"image(""http://awoiaf.westeros.org/images/3/34/House_Fell.PNG"")";"image(""http://awoiaf.westeros.org/images/3/34/House_Fell.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";Silveraxe;Lord of Felwood;;
Captain;Roro;Uhoris;;;;Blind Bastard;"""Cobblecat"" captain";;
;199 Jon;;;;;;;;
;Mully;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Knight's Watch brother;;
;Satin;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Castle Black recruit;;
Commander;Runcel;Hightower;"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/7/7c/House_Hightower.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord Commander of the Night's Watch;;Historical Character
Commander;Rodrik;Flint;"image(""http://awoiaf.westeros.org/images/e/e8/Flint_Widows_Watch.png"")";"image(""http://awoiaf.westeros.org/images/e/e8/Flint_Widows_Watch.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord Commander of the Night's Watch;;Historical Character
Commander;Tristan;Mudd;"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";"image(""http://awoiaf.westeros.org/images/b/b1/MuddCoA.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord Commander of the Night's Watch;;Historical Character
Commander;Marq;Rankenfell;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Mad Marq;Lord Commander of the Night's Watch;;Historical Character
Commander;Robin;Hill;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Lord Commander of the Night's Watch;;Historical Character
;Su;;;;;Sky Blue Su;;;
;Meliana;;;;;Lady Meliana;;;
;Kegs;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Castle Black builder;;
